Consignees,Number of shipments,Number of US ports,Number of shippers,Number of manufacturers,Number of sampled,Number of refused,Fraction of sampled,Fraction of refused out of sampled,Normalized weight,Fraction of weight of shipment where manufacturer is also shipper,log distance consignee US port,coef var number of manufacturers per year,coef var number of shipments per year,total weight below 10%,Product diversity,Inspected,Inspection outcome
Consignees,1579,3,23,20,186,14,0.117796073,0.075268817,0.038108059,1,2.139975635,0.771448316,0.902833965,0,0,0,0
Consignees,1552,2,5,4,156,0,0.100515464,0,0.001288552,1,1.399209481,0.494871659,0.74745073,0,0,0,0
Consignees,1549,6,42,39,81,5,0.052291801,0.061728395,0.049623514,0.885920856,3.227834069,0.898020783,1.578794115,0,0,0,0
Consignees,1521,3,21,15,266,15,0.174884944,0.056390977,0.008095756,0.793857617,1.712213324,0.634590825,0.654073697,0,0.047896336,0,0
Consignees,1490,6,19,15,132,7,0.088590604,0.053030303,0.008523294,0.994951984,2.355640535,0.210427765,0.377131347,0,2.885380955,0,0
Consignees,1465,5,15,12,11,0,0.007508532,0,0.012647154,0.970141717,3.507233942,0.420039906,0.922471912,0,0,0,0
Consignees,1456,1,23,19,75,0,0.051510989,0,0.016231682,0.959177404,1.29701929,0.444799065,0.476079709,0,2.014211459,1,0
Consignees,1443,9,11,9,223,20,0.154539155,0.089686099,0.023356009,0.997385602,3.419188446,1.03252879,0.789396843,0,0,0,0
Consignees,1441,4,14,11,203,49,0.140874393,0.24137931,0.019767573,0.939373945,3.122093716,0.688792564,1.00055808,0,0,1,1
Consignees,1427,3,8,9,40,11,0.028030834,0.275,0.034488115,0.999116145,2.543984288,0.838033393,0.447440325,0,0,0,0
Consignees,1424,4,13,7,23,11,0.016151685,0.47826087,0.022437397,0.432052431,3.174811539,0.6,1.554960823,0,0,0,0
Consignees,1394,3,27,27,65,12,0.046628407,0.184615385,0.012455077,0.975603114,2.492791377,1.031328271,1.139791692,0,0,1,1
Consignees,1385,8,7,17,34,0,0.024548736,0,0.014057647,0.764641891,3.00619841,0.756912589,0.437411961,0,2.024350827,1,1
Consignees,1377,14,52,46,176,16,0.127814089,0.090909091,0.030920713,0.809081794,2.965885538,0.416040593,0.710977736,0,0,0,0
Consignees,1367,11,88,79,110,0,0.080468178,0,0.074516504,0.932184883,3.309175298,0.930287618,1.323356597,0,0,0,0
Consignees,1350,3,11,10,92,0,0.068148148,0,0.022195327,0.992013949,2.475803442,0.282842712,0.113137085,0,2.968554413,0,0
Consignees,1334,2,25,27,71,0,0.053223388,0,0.010751014,0.723466294,0.392609916,0.484122918,0.399535106,0,2.138827515,0,0
Consignees,1313,16,28,25,92,5,0.070068545,0.054347826,0.460026379,0.518459486,3.367879894,0.921085642,1.095231884,0,2.48894081,0,0
Consignees,1311,12,10,10,186,65,0.14187643,0.349462366,0.007387204,0.999383657,3.280478173,0.469115342,1.332560122,0,2.670151012,1,0
Consignees,1302,9,16,12,67,0,0.051459293,0,3.549221267,0.999511044,2.772814785,0.501996016,1.933063002,0,2.59169894,0,0
Consignees,1290,6,6,7,88,4,0.068217054,0.045454545,0.031165149,0.978508397,2.94110889,0.496078371,0.650139354,0,0,0,0
Consignees,1287,5,14,14,62,0,0.048174048,0,0.01462323,0.986597171,1.826375091,0.753308734,1.090315295,0,0,0,0
Consignees,1261,17,56,50,206,24,0.163362411,0.116504854,0.065924487,0.957747914,3.244601002,0.350524616,0.493326437,0,0,0,0
Consignees,1261,13,31,27,78,7,0.06185567,0.08974359,0.386682097,0.639500219,3.450647319,0.912021711,1.496598086,0,0,0,0
Consignees,1231,6,21,19,213,0,0.173030057,0,0.238357324,0.921552834,2.654540948,0.375,0.319601263,0,0,0,0
Consignees,1222,2,18,17,80,44,0.065466448,0.55,0.06404964,0.999331018,1.260583502,0.708882826,0.888041801,0,0,0,0
Consignees,1219,2,8,8,31,0,0.025430681,0,0.006502313,0.962244557,1.562943207,0.446071286,0.350784354,0,0,0,0
Consignees,1197,5,41,38,141,0,0.117794486,0,0.027203871,0.972646539,1.91536747,0.874335639,1.147905851,0,1.941314296,0,0
Consignees,1195,7,25,23,60,0,0.050209205,0,0.056671409,0.981757988,2.539563046,0.806717826,1.182814244,0,0,0,0
Consignees,1191,6,16,18,76,0,0.063811923,0,0.018657633,0.985565401,2.744051095,0.799873577,0.746477493,0,0,0,0
Consignees,1185,22,31,27,180,4,0.151898734,0.022222222,0.09573618,0.766552224,3.397230763,0.390006442,0.690638294,0,2.098449118,0,0
Consignees,1183,8,55,44,141,8,0.119188504,0.056737589,0.06199469,0.909313517,3.239110956,0.967794149,0.991644412,0,0,0,0
Consignees,1178,7,58,51,147,15,0.124787776,0.102040816,0.373202125,0.997132779,2.432940849,0.331662479,0.347905164,0,0,0,0
Consignees,1174,7,9,9,15,0,0.012776831,0,0.022824025,1,2.248079341,0.642824347,0.122870344,0,0.921872762,0,0
Consignees,1164,1,45,35,83,15,0.071305842,0.180722892,0.107039437,0.101253946,0.81981416,0.86672112,1.475864005,0,0,1,1
Consignees,1164,2,69,59,111,0,0.095360825,0,0.030938333,0.922582839,2.103932522,0.269575159,0.47510766,0,0,0,0
Consignees,1153,1,62,59,54,2,0.046834345,0.037037037,0.035290672,0.640035783,0.931766925,0.64265986,0.598050643,0,2.738832952,0,0
Consignees,1126,12,75,72,42,0,0.037300178,0,0.038784266,0.858924389,2.635417037,0.829306575,0.771341698,0,1.996054315,1,1
Consignees,1114,3,13,17,108,10,0.096947935,0.092592593,0.008903688,0.964646068,1.280651102,0.308299329,0.490075732,0,0,0,0
Consignees,1098,4,13,11,8,0,0.007285974,0,0.007606876,0.614848601,1.951064868,0.23570226,0.677703343,0,0,0,0
Consignees,1096,8,8,8,560,235,0.510948905,0.419642857,0.027260435,0.566489561,3.292420045,0.5,1.072354756,0,0,1,0
Consignees,1089,2,15,10,270,38,0.247933884,0.140740741,0.084158024,0.986367204,2.831339486,0.869581991,0.443493849,0,0,0,0
Consignees,1072,1,32,29,51,0,0.047574627,0,0.007338847,0.90223681,0.783825222,0.577607651,0.672906622,0,0.839966358,0,0
Consignees,1064,4,16,14,16,2,0.015037594,0.125,0.028388457,0.985881742,2.743921229,0.744238071,1.234584155,0,0,0,0
Consignees,1050,8,25,23,260,17,0.247619048,0.065384615,0.024862846,0.976853342,2.808492689,0.440146343,0.797677224,0,1.197333364,1,0
Consignees,1050,10,7,7,95,0,0.09047619,0,0.054180062,0.989280165,3.109367353,0.793725393,1.096523263,0,0,0,0
Consignees,1040,1,98,93,73,2,0.070192308,0.02739726,0.297109915,0.99121324,0.352560567,0.236389502,0.424834907,0,0.931740351,1,1
Consignees,1020,13,32,33,98,0,0.096078431,0,0.555072238,0.999842554,3.26111611,0.531164858,0.779178655,0,2.730374618,1,1
Consignees,1019,2,8,8,39,0,0.038272816,0,0.019404104,0.637011827,1.624711938,0.393957894,1.116877491,0,0,0,0
Consignees,1016,9,9,7,203,3,0.19980315,0.014778325,0.02011777,0.758738764,3.383868822,0.590788008,0.719669039,0,1.527247099,1,0
Consignees,1013,6,20,18,42,0,0.041461007,0,0.127686638,0.494437526,2.357929794,0.454218977,0.849772623,0,0.655435329,0,0
Consignees,996,1,50,48,71,0,0.071285141,0,0.017060648,0.820273074,0.709968839,1.184149092,1.373540335,0,1.70408291,0,0
Consignees,959,5,30,32,44,0,0.045881126,0,0.02289152,0.944703342,2.331868122,0.448409178,0.80664736,0,0,0,0
Consignees,943,10,9,5,180,10,0.19088017,0.055555556,0.061705527,0.972218836,2.758437948,0.54665174,0.723989916,0,0,1,1
Consignees,937,1,10,10,29,0,0.03094984,0,0.0218644,0.963030437,0.008936119,0.647949476,0.888305312,0,0,0,0
Consignees,934,6,40,37,200,101,0.214132762,0.505,1.040765692,0.999173789,3.103432697,0.381534858,0.833355495,0,0,0,0
Consignees,915,9,12,10,222,0,0.242622951,0,0.015224286,0.625439338,2.248191603,0.610557995,0.809236853,0,0.154245616,1,1
Consignees,908,1,10,8,43,0,0.047356828,0,0.037200072,0.945878234,3.45099455,0.233264736,0.322062036,0,1.022748174,0,0
Consignees,908,10,26,21,128,9,0.140969163,0.0703125,0.0046803,0.695977771,2.730305976,0.539126552,0.912458725,0,0,0,0
Consignees,905,5,9,10,43,0,0.047513812,0,0.06605251,0.239882554,3.29294773,0.504791853,0.523831498,0,0,0,0
Consignees,896,15,15,15,38,6,0.042410714,0.157894737,0.052205346,0.988743118,3.186407593,0.644429404,0.836144596,0,1.460616322,1,1
Consignees,883,4,50,48,95,6,0.107587769,0.063157895,0.064945651,0.951929593,2.103106204,0.544331054,0.858208897,0,0,0,0
Consignees,882,5,26,25,30,4,0.034013605,0.133333333,1.264047738,0.998248876,3.456001152,0.581081885,0.559909819,0,1.952124202,1,1
Consignees,878,2,13,8,30,3,0.034168565,0.1,0.02428383,0.778305874,1.820863065,0.333333333,0.51564825,0,0,0,0
Consignees,863,2,5,4,42,0,0.048667439,0,0.004206077,0.917156308,3.229534348,0.353553391,0.696920066,0,0,0,0
Consignees,863,3,18,18,134,3,0.155272306,0.02238806,0.025301197,0.975750687,2.220914391,0.668153105,0.876638163,0,0,1,0
Consignees,858,5,29,31,235,2,0.273892774,0.008510638,0.03285365,0.983940096,1.735309954,0.446593757,0.780059273,0,0,1,0
Consignees,857,4,9,7,183,2,0.213535589,0.010928962,0.03342049,0.899318975,3.500947814,0.661437828,0.61765957,0,0,1,1
Consignees,853,6,10,11,302,1,0.354044549,0.003311258,0.002284564,0.406646493,3.246973381,0.753782433,0.684283303,0,0,1,1
Consignees,843,2,1,1,563,49,0.667852906,0.087033748,0.007976815,1,2.346324554,0,0.78904911,0,0,0,0
Consignees,829,5,45,38,27,6,0.032569361,0.222222222,0.031624545,0.984078213,2.471128087,0.790822719,1.279248272,0,2.239772218,0,0
Consignees,822,10,22,18,96,27,0.116788321,0.28125,0.069544576,0.996215351,2.697279768,0.655691083,0.682910624,0,0,0,0
Consignees,821,7,3,3,25,0,0.03045067,0,0.058633134,0.963556347,3.161815913,0.282842712,0.249769752,0,2.803397214,0,0
Consignees,820,8,3,4,14,2,0.017073171,0.142857143,0.004528179,0.93105804,2.952078493,0.216506351,0.322124399,0,1.617813331,1,1
Consignees,818,1,42,35,70,10,0.085574572,0.142857143,0.016447918,0.814995492,0.81981416,0.410760611,0.701423202,0,0,0,0
Consignees,792,3,14,11,126,0,0.159090909,0,0.017229005,0.373100263,3.27779509,0.612372436,1.09258079,0,1.973032095,1,1
Consignees,786,4,34,35,149,0,0.18956743,0,0.004027772,0.884456374,2.981118038,0.210032113,0.176090342,0,0,0,0
Consignees,768,10,17,14,12,3,0.015625,0.25,0.014012998,0.987931064,3.225589234,0.571158456,2.142818907,0,0,0,0
Consignees,767,10,34,30,33,0,0.043024772,0,0.038126604,0.965569131,3.155703328,0.342559395,0.497582928,0,0,0,0
Consignees,754,10,11,9,16,0,0.021220159,0,0.027278114,0.95253484,3.280214802,0.36078427,1.048527392,0,0,0,0
Consignees,753,8,4,2,27,0,0.035856574,0,0.075458727,0.98274358,3.320839016,0.379516695,1.258885926,0,0.399897573,0,0
Consignees,730,7,36,33,12,0,0.016438356,0,132.3826757,0.999999964,2.271616154,0.614759862,0.777236722,0,0,1,1
Consignees,725,6,2,2,152,1,0.209655172,0.006578947,0.013960838,0.022289974,2.372032094,0.346410162,0.514741545,0,0,0,0
Consignees,720,12,34,26,249,27,0.345833333,0.108433735,0.014416217,0.54164969,2.651821208,0.348099798,0.368415704,0,1.309963054,0,0
Consignees,718,5,12,8,41,1,0.057103064,0.024390244,0.027060344,0.782005363,1.912577417,0.498887652,1.199624735,0,0.212976429,0,0
Consignees,714,1,26,23,32,9,0.044817927,0.28125,0.01601105,0.71336835,0.0197613,0.485714674,1.069676286,0,2.025632359,0,0
Consignees,713,1,11,13,534,7,0.748948107,0.013108614,0.007580971,0.396380879,1.307899858,0.4,0.50924969,0,2.799287898,1,0
Consignees,712,1,19,21,155,6,0.217696629,0.038709677,0.001969901,0.109972968,1.421316811,0.177322194,0.449778225,0,1.620007202,1,1
Consignees,703,11,7,7,67,4,0.095305832,0.059701493,0.065446743,0.893677247,3.395016881,1.060660172,1.390073359,0,0.245607692,1,1
Consignees,687,17,42,40,98,16,0.142649199,0.163265306,1.409627342,0.998458156,3.206581774,1.279845307,1.11473093,0,0,0,0
Consignees,683,3,38,38,41,2,0.060029283,0.048780488,0.031038391,0.288422079,1.381260103,0.514513601,0.461360915,0,0,0,0
Consignees,680,7,31,27,183,20,0.269117647,0.109289617,0.017736603,0.713879333,3.12593733,0.685337508,0.967809357,0,0.842263848,0,0
Consignees,672,3,6,5,0,0,0,0,0.027094978,0.990856709,2.386484861,0.841319755,1.115951052,0,1.521417644,0,0
Consignees,669,7,25,20,15,1,0.022421525,0.066666667,0.029527671,0.93422938,3.051046187,0.41144155,1.554612222,0,0,0,0
Consignees,668,1,62,64,13,0,0.019461078,0,0.019256968,0.757916166,0.0197613,0.66131409,0.824851205,0,1.44844219,1,1
Consignees,667,11,8,7,151,14,0.226386807,0.092715232,0.200220934,1,2.604019977,0.509175077,1.067798563,0,0,0,0
Consignees,661,3,6,4,23,0,0.034795764,0,0.018482161,0.980245077,2.183175118,0.5,0.457167709,0,1.764543654,0,0
Consignees,648,1,39,39,44,4,0.067901235,0.090909091,0.036113563,0.562124429,1.476142783,0.618616143,0.979930576,0,0,1,1
Consignees,622,1,18,16,28,0,0.045016077,0,0.007452124,0.959677161,0.783825222,0.395284708,0.537186038,0,1.709625433,0,0
Consignees,620,1,2,1,10,0,0.016129032,0,0.028410557,1,2.767794163,0,0.321610436,0,0,0,0
Consignees,619,11,2,2,34,0,0.054927302,0,0.055037,0.998397084,3.149441718,0.4,0.446593983,0,0,0,0
Consignees,609,2,2,2,39,0,0.064039409,0,0.013029972,1,2.495755862,0.433012702,0.219585114,0,1.616571197,1,1
Consignees,604,4,17,15,19,3,0.031456954,0.157894737,0.043471149,0.996004942,2.521455358,0.763535702,1.237728679,0,0,0,0
Consignees,598,6,16,15,149,0,0.24916388,0,0.008700791,0.962916485,3.52411207,0.248451997,0.860789912,0,0,0,0
Consignees,597,1,49,48,51,0,0.085427136,0,0.040411567,0.902914684,0.790642435,0.424584631,0.586409809,0,0,0,0
Consignees,592,3,19,12,140,4,0.236486486,0.028571429,0.005139663,0.678488011,1.772330657,0.357727201,0.69442319,0,0,1,0
Consignees,590,8,22,18,16,0,0.027118644,0,0.031601964,0.907295379,2.617149345,0.427432991,0.653405988,0,0,0,0
Consignees,579,1,11,12,140,4,0.2417962,0.028571429,0.001996041,0.38756957,1.754882928,0.455110119,0.54607143,0,0.287101174,0,0
Consignees,578,7,17,17,0,0,0,0,0.030387885,0.982566941,2.145406156,0.565685425,0.611684067,0,0,0,0
Consignees,573,5,61,55,75,3,0.130890052,0.04,0.781805072,0.971994488,2.827629772,0.42831382,0.369026391,0,0,0,0
Consignees,571,2,4,5,25,5,0.043782837,0.2,0.006145973,0.935757422,1.435764032,0.379516695,0.973657324,0,1.885949076,0,0
Consignees,569,7,9,7,27,0,0.04745167,0,0.023045547,0.890256323,3.006352153,0.652713952,0.859419147,0,0.794446254,0,0
Consignees,567,6,52,49,72,9,0.126984127,0.125,0.061119856,0.874335344,3.015052912,0,0,0,0,1,1
Consignees,564,3,14,15,46,3,0.081560284,0.065217391,0.026343192,0.352152061,3.092601983,0.541201818,0.275005659,0,1.788593352,0,0
Consignees,564,3,22,19,61,5,0.108156028,0.081967213,0.02818257,1,1.651250551,0.659552063,0.674803804,0,0,0,0
Consignees,563,8,14,11,59,0,0.104795737,0,0.042283624,0.994496848,2.913778631,0.869843902,1.239553449,0,1.942750473,0,0
Consignees,550,2,2,2,18,0,0.032727273,0,0.001190518,1,1.119658392,0.364878192,0.496700685,0,0.44023027,0,0
Consignees,548,2,6,5,5,0,0.009124088,0,0.040453075,1,1.941404473,0.666666667,1.053378185,0,0,0,0
Consignees,547,3,6,6,44,0,0.080438757,0,0.026483006,1,1.501539554,0.5,1.230793441,0,0,0,0
Consignees,538,4,28,28,16,0,0.029739777,0,0.03709,0.986230741,1.742280668,0.158745079,0.58811155,0,0,0,0
Consignees,528,2,6,6,28,0,0.053030303,0,0.012909656,0.40828989,2.003313886,0.345097997,0.376353446,0,0,0,0
Consignees,528,5,29,21,16,0,0.03030303,0,0.835064348,0.993085343,2.529874064,0.337567459,0.23829792,0,1.80180561,0,0
Consignees,527,10,31,31,28,0,0.05313093,0,0.052346396,0.839653297,3.443628012,0.744268675,0.659970669,0,2.329340507,1,1
Consignees,525,4,9,9,21,13,0.04,0.619047619,0.068795981,1,2.642573332,0.6,1.035705419,0,0,0,0
Consignees,523,8,43,43,72,10,0.137667304,0.138888889,0.037299812,0.497723801,3.181269316,0.392270496,0.652187754,0,0,1,0
Consignees,523,9,30,24,15,0,0.028680688,0,0.028412521,0.740761271,3.449720087,0.848528137,0.82999783,0,0,0,0
Consignees,516,1,3,3,0,0,0,0,0.015863241,1,2.548636661,0,0,0,0,0,0
Consignees,511,9,2,2,3,0,0.005870841,0,0.54171559,1,3.443050055,0.471404521,1.120854193,0,0.893264101,0,0
