PAC	Operation_Code	Count_of_Operations	Sum_of_Hours	percent_hours
41R800	92	74	605.00	0.01
71003A	33	366	607.70	0.01
85014C	83	10	612.00	0.01
41848C	12	4	612.50	0.01
88R019	92	55	614.50	0.01
03819C	84	42	619.60	0.01
04019B	14	171	624.10	0.01
86003	12	27	627.20	0.01
63D012	12	31	630.00	0.01
03803	53	674	631.10	0.01
71001B	11	22	637.00	0.01
82009	21	1142	637.80	0.01
03003	14	129	646.00	0.01
41809	12	9	646.00	0.01
41B800	12	3	647.00	0.01
96R800	21	1220	648.00	0.01
99R006	92	66	651.50	0.01
03R839	92	73	652.00	0.01
71003E	12	10	652.50	0.01
03R839	43	53	654.80	0.01
03R800	41	33	655.60	0.01
04019C	33	333	657.10	0.01
04R800	43	73	657.10	0.01
82S009	12	24	659.00	0.01
03803A	92	77	659.50	0.01
29R824	14	877	661.20	0.01
03R800	33	276	662.90	0.01
09006B	14	323	664.70	0.01
83R800	84	61	665.80	0.01
83808	12	11	666.50	0.01
48811	92	27	668.00	0.01
68R800	86	9	668.00	0.01
45848F	12	4	669.00	0.01
03R266	12	10	670.00	0.01
41R824	14	800	672.30	0.01
86003	13	23	681.00	0.01
03003	41	16	681.50	0.01
03003A	11	23	682.00	0.01
48811F	13	20	683.00	0.01
21008	33	507	690.40	0.01
41R800	83	19	693.50	0.01
71003B	31	131	694.00	0.01
63D012	41	37	695.50	0.01
42008F	12	7	696.00	0.01
29001	31	108	700.20	0.01
98R800	92	77	701.00	0.01
96T800	86	4	708.00	0.01
03803D	84	40	709.50	0.01
82Z800	92	34	709.70	0.01
99R242	86	2	712.00	0.01
29001	14	815	713.50	0.01
99R342	83	93	716.50	0.01
04839	92	58	716.60	0.01
88R019	02	15	717.00	0.01
99R800	13	188	719.40	0.01
45848B	11	3	720.00	0.01
03844C	33	251	721.20	0.01
82845A	31	62	724.90	0.01
83R800	83	34	726.00	0.01
03F860	12	16	731.00	0.01
03R858	41	73	731.00	0.01
82845C	13	42	731.00	0.01
03803A	83	42	732.50	0.01
04R816	02	47	735.00	0.01
71R801	31	115	735.50	0.01
71R801	13	57	739.30	0.01
03C001	43	45	740.40	0.01
82R801	12	27	744.00	0.01
29F800	12	9	745.00	0.01
45848C	11	4	745.00	0.01
21008	84	57	747.00	0.01
41832	11	3	748.00	0.01
09R800	83	40	762.50	0.01
88R451	01	26	763.00	0.01
84Z002	84	56	764.00	0.01
48R800	95	17	767.00	0.01
48001A	41	52	770.00	0.01
99R348	84	37	777.00	0.01
56R801	31	125	781.50	0.01
71R800	17	201	783.80	0.01
68001	12	13	785.00	0.01
03R858	12	29	786.50	0.01
03037	33	337	788.60	0.01
03037	21	1888	790.50	0.01
21008	01	28	791.50	0.01
71003K	41	35	792.00	0.01
86003	53	192	796.00	0.01
21006	31	113	800.50	0.01
03844H	11	22	801.00	0.01
56008H	86	24	809.00	0.01
04018	01	167	809.60	0.01
03R816	83	22	812.50	0.01
03842C	41	54	813.10	0.01
82845G	11	15	815.00	0.01
07001	92	90	816.80	0.01
03R803	02	90	821.00	0.01
56D017	41	31	822.00	0.01
21008	21	1155	827.80	0.01
03F836	13	111	828.00	0.01
71R844	52	3846	832.30	0.01
86003	11	24	833.40	0.01
18029B	12	65	838.00	0.01
85014	92	46	839.70	0.01
21005	01	66	841.00	0.01
88R833	95	57	841.00	0.01
99R002	92	49	843.50	0.01
58D800	84	25	845.50	0.01
18004	96	87	846.00	0.01
03803E	12	98	848.00	0.01
21C001	13	38	849.00	0.01
42848D	11	4	849.00	0.01
81845R	11	169	849.20	0.01
71R800	13	71	852.00	0.01
82R824	14	733	855.50	0.01
42832	11	4	860.00	0.01
82R800	12	44	868.50	0.01
52832B	52	1412	873.40	0.01
03842H	92	183	877.00	0.02
86007	14	289	877.90	0.02
82845G	31	83	880.00	0.02
96R800	83	41	881.50	0.02
82845A	11	27	889.00	0.02
56R824	14	689	889.20	0.02
71003U	41	69	895.20	0.02
99R803	92	43	895.50	0.02
03803A	84	62	900.50	0.02
82008	84	99	902.50	0.02
03C001	13	41	904.50	0.02
03844D	92	60	907.40	0.02
56002J	12	27	911.00	0.02
98T800	01	5	920.00	0.02
04004D	84	64	920.60	0.02
42008G	11	5	921.00	0.02
03819	11	33	926.10	0.02
42002A	12	7	929.00	0.02
09006B	01	3	930.00	0.02
18029A	13	218	933.50	0.02
56002	83	77	936.50	0.02
56021B	92	116	939.30	0.02
04004A	14	366	943.80	0.02
82R320	92	39	946.30	0.02
42008G	12	8	947.00	0.02
81010	12	83	947.40	0.02
03R876	92	139	952.10	0.02
29F800	31	122	952.70	0.02
82845S	11	80	962.70	0.02
03R816	92	41	970.50	0.02
82Z002	43	129	971.10	0.02
03R233	92	45	973.90	0.02
99R845	83	66	989.60	0.02
04R854	92	67	992.10	0.02
82845C	31	114	995.50	0.02
53001A	11	18	1002.00	0.02
56008A	01	7	1003.00	0.02
58R800	92	109	1012.70	0.02
56R800	43	77	1016.10	0.02
71005	12	20	1022.00	0.02
71001	14	88	1022.50	0.02
86001	12	62	1030.50	0.02
48811F	11	7	1041.00	0.02
03803A	13	122	1046.50	0.02
42B800	92	11	1050.50	0.02
45809	12	15	1051.00	0.02
04004A	84	47	1059.30	0.02
03R816	02	45	1061.00	0.02
03R800	12	54	1071.00	0.02
71R800	12	29	1071.40	0.02
99R876	92	61	1076.90	0.02
18R845	03	17	1088.90	0.02
56008H	41	46	1093.70	0.02
18R834	92	128	1102.00	0.02
46832	92	185	1113.90	0.02
03003	84	102	1128.40	0.02
71R800	92	106	1142.50	0.02
99R194	83	99	1142.70	0.02
04019A	92	89	1143.30	0.02
04004A	86	15	1165.00	0.02
03R803	01	67	1168.10	0.02
56R010	92	83	1170.00	0.02
86007	21	1567	1174.90	0.02
71003C	43	158	1175.70	0.02
42R800	83	57	1178.90	0.02
81R800	84	146	1181.30	0.02
03003	11	38	1185.50	0.02
03842	92	76	1187.70	0.02
21C001	41	42	1190.30	0.02
03S836	12	52	1191.10	0.02
82R801	41	48	1192.90	0.02
03844	12	100	1193.40	0.02
09006B	21	2353	1196.30	0.02
48001D	11	13	1208.50	0.02
56002L	12	24	1212.00	0.02
18029A	41	184	1213.80	0.02
82845B	31	162	1217.70	0.02
09006A	33	609	1226.40	0.02
18029C	12	78	1228.60	0.02
41002D	13	172	1240.90	0.02
99R834	84	165	1243.10	0.02
71S011	13	445	1243.20	0.02
04004A	01	23	1250.00	0.02
82008	41	56	1252.60	0.02
29001	41	70	1256.70	0.02
04018	92	258	1258.40	0.02
03842H	31	165	1261.50	0.02
82845B	13	144	1264.00	0.02
99R008	84	127	1271.80	0.02
96T800	84	96	1274.30	0.02
99R834	92	138	1278.00	0.02
71004A	12	41	1283.50	0.02
71R844	43	229	1284.40	0.02
21005	84	199	1299.40	0.02
56021A	12	53	1301.50	0.02
03L860	41	157	1301.80	0.02
04R800	84	123	1307.20	0.02
42848F	11	5	1310.00	0.02
99R002	13	204	1311.70	0.02
84Z002	92	64	1314.10	0.02
82Z003	33	574	1315.80	0.02
04839	01	18	1316.50	0.02
56R801	12	37	1317.50	0.02
03803A	31	155	1321.30	0.02
03C001	31	94	1324.70	0.02
03842D	41	70	1329.90	0.02
03842H	83	124	1341.00	0.02
03819C	14	404	1351.50	0.02
56002	84	126	1366.50	0.02
82845G	13	25	1372.00	0.02
99R005	86	22	1373.00	0.02
56R011	92	4	1380.00	0.02
82008	86	41	1386.00	0.02
45848C	12	6	1398.00	0.02
18R845	92	78	1407.00	0.02
03F846	41	103	1407.50	0.02
71003B	41	130	1408.00	0.02
86R800	84	60	1420.50	0.02
18029A	31	273	1424.10	0.02
86003	92	151	1427.50	0.02
71R816	02	24	1430.00	0.02
18003	86	16	1433.00	0.02
56021B	11	63	1448.50	0.02
56D015	31	161	1450.50	0.02
71R844	14	147	1457.40	0.03
03C001	86	37	1461.00	0.03
21006	43	37	1468.70	0.03
56843	12	23	1474.00	0.03
04018	31	190	1487.10	0.03
56R800	12	52	1487.60	0.03
88R833	92	191	1508.60	0.03
56008A	31	268	1510.50	0.03
56008H	33	736	1518.60	0.03
41811	12	14	1527.50	0.03
68808	12	17	1530.00	0.03
42848B	11	5	1533.00	0.03
53001C	12	28	1538.00	0.03
42848A	11	5	1540.00	0.03
04019B	43	128	1546.50	0.03
48810	11	15	1551.00	0.03
71006	92	182	1554.20	0.03
71003E	33	607	1558.60	0.03
03803A	41	140	1558.90	0.03
63002	12	44	1565.50	0.03
03803B	31	159	1581.80	0.03
21839	31	82	1586.50	0.03
03842H	13	285	1595.70	0.03
71009	13	278	1595.90	0.03
56002	31	215	1604.10	0.03
99R876	13	310	1607.00	0.03
58R800	84	122	1614.10	0.03
86006D	41	7	1620.00	0.03
56R011	95	14	1621.00	0.03
98R800	84	117	1625.00	0.03
04R831	41	31	1626.60	0.03
21008	13	192	1627.50	0.03
71R844	21	5952	1637.60	0.03
63001A	13	66	1640.30	0.03
45811	11	16	1657.00	0.03
71003G	41	76	1661.00	0.03
56002L	11	23	1663.00	0.03
21008A	11	32	1679.00	0.03
56R801	13	90	1695.50	0.03
04019C	41	301	1704.40	0.03
82845A	13	232	1707.20	0.03
56014	14	218	1707.40	0.03
99R005	92	207	1708.00	0.03
03847	11	69	1710.50	0.03
98R800	86	19	1712.00	0.03
03R843	95	67	1713.50	0.03
04R800	92	182	1713.50	0.03
04018	14	202	1719.80	0.03
82R831	41	41	1722.90	0.03
86006A	41	123	1730.60	0.03
03037	31	258	1745.40	0.03
71003A	43	357	1746.00	0.03
82R816	01	41	1748.00	0.03
45848D	12	12	1749.00	0.03
03803	83	165	1751.20	0.03
04004D	31	718	1756.30	0.03
21005	33	1454	1758.10	0.03
68001	11	29	1770.00	0.03
82009	52	4256	1770.30	0.03
03R801	31	241	1792.80	0.03
09R800	86	23	1804.50	0.03
21R816	01	9	1825.00	0.03
03F800	41	100	1847.50	0.03
42B800	12	50	1848.60	0.03
86007	43	170	1857.90	0.03
41002C	12	62	1882.20	0.03
09803	12	615	1885.20	0.03
04019C	43	360	1890.90	0.03
21005	53	2343	1898.50	0.03
56002	13	179	1905.50	0.03
03803B	41	154	1931.30	0.03
56R800	13	121	1936.20	0.03
29001	33	1046	1938.60	0.03
42848G	12	13	1952.00	0.03
71003K	43	109	1952.10	0.03
96R833	14	668	1965.60	0.03
03R813	01	9	1966.00	0.03
86001	11	59	1967.50	0.03
03S004	12	175	1970.00	0.03
82008	52	4924	1972.90	0.03
96R800	84	278	1975.60	0.03
18002	84	185	1976.50	0.03
03F800	31	72	1984.00	0.03
56843	11	38	1991.50	0.03
99R194	01	79	1993.00	0.03
03819A	14	667	2013.70	0.03
56R800	83	142	2013.80	0.03
63001A	31	418	2016.50	0.03
82008	33	859	2023.90	0.03
68001G	11	30	2027.50	0.03
82R800	86	47	2035.50	0.03
03R800	43	190	2047.90	0.04
21008	52	5229	2053.50	0.04
29R831	41	46	2059.40	0.04
04F800	31	892	2081.70	0.04
18004	84	214	2096.00	0.04
96R800	92	160	2096.00	0.04
99R833	86	97	2096.60	0.04
46R800	84	78	2117.30	0.04
86R800	86	39	2131.00	0.04
18004	83	165	2135.50	0.04
56002I	12	30	2156.50	0.04
96R800	86	37	2156.50	0.04
71R801	41	134	2203.80	0.04
21002	41	40	2235.10	0.04
99R845	86	122	2259.00	0.04
99R800	03	47	2259.20	0.04
03847H	11	81	2270.00	0.04
99R400	84	252	2288.10	0.04
42848G	11	12	2304.00	0.04
04839	31	84	2329.00	0.04
03842	13	334	2340.80	0.04
03842	31	262	2354.50	0.04
03003A	33	1040	2357.60	0.04
56002	41	56	2360.00	0.04
09006A	52	9966	2372.10	0.04
71R816	92	94	2380.00	0.04
71003A	31	434	2390.60	0.04
82R800	83	145	2395.80	0.04
71R843	13	389	2406.40	0.04
09R800	92	173	2407.10	0.04
63001A	12	98	2417.00	0.04
21008A	13	225	2420.70	0.04
99R400	92	396	2426.70	0.04
21004	43	208	2435.60	0.04
04F800	43	134	2440.10	0.04
21008A	31	396	2444.60	0.04
21005	14	1990	2488.10	0.04
42R800	84	186	2499.60	0.04
21005	11	891	2500.50	0.04
42R800	92	379	2523.40	0.04
03F846	31	92	2546.00	0.04
04004U	95	8	2561.50	0.04
52832	92	982	2580.70	0.04
56002	92	472	2627.40	0.05
45832	12	5	2635.00	0.05
99R833	92	496	2643.30	0.05
03803	92	294	2651.80	0.05
46832	41	9	2670.00	0.05
82R800	13	252	2686.10	0.05
03844B	43	465	2699.00	0.05
04803	12	741	2699.40	0.05
71003C	31	526	2703.80	0.05
04019B	21	7837	2708.10	0.05
03819	86	77	2716.00	0.05
42811	11	27	2719.00	0.05
42R800	86	6	2720.00	0.05
03F847	41	190	2720.60	0.05
21008X	43	234	2740.00	0.05
09006B	33	1675	2752.40	0.05
83811	11	30	2759.00	0.05
21008	31	498	2775.20	0.05
52832P	12	45	2807.50	0.05
03F836	41	229	2823.90	0.05
48001	31	404	2867.00	0.05
03803	31	446	2874.50	0.05
07R816	01	6	2910.00	0.05
71003A	41	442	2917.60	0.05
99R833	84	465	2941.20	0.05
68811	12	41	2948.00	0.05
21006	12	41	2950.50	0.05
99R845	84	482	2956.20	0.05
03003A	21	4817	2977.30	0.05
03003	33	1432	3001.60	0.05
63R831	41	143	3004.50	0.05
03R801	12	138	3019.90	0.05
99R845	92	273	3065.30	0.05
56D015	41	88	3092.70	0.05
03C001	41	127	3123.10	0.05
03S005	12	221	3135.60	0.05
56002P	12	69	3144.50	0.05
03F860	21	7013	3158.40	0.05
29001	12	176	3169.20	0.05
99R833	83	330	3197.40	0.05
56008L	31	622	3213.40	0.06
83001A	11	66	3243.00	0.06
56002H	11	48	3263.00	0.06
03F836	31	210	3271.30	0.06
21005	31	522	3303.10	0.06
03F860	33	1482	3306.70	0.06
99R803	01	87	3311.80	0.06
21839	41	3603	3326.40	0.06
48001A	11	32	3362.50	0.06
85014A	13	371	3368.30	0.06
71003E	31	532	3386.00	0.06
03F110	31	423	3386.50	0.06
71G011	12	732	3386.60	0.06
21008	11	76	3387.30	0.06
56R800	18	537	3391.10	0.06
09R800	84	296	3417.00	0.06
03C001	12	33	3419.50	0.06
42811	12	44	3421.70	0.06
04R800	86	246	3430.80	0.06
99R342	84	360	3458.00	0.06
03847	12	203	3460.20	0.06
03R801	92	200	3483.50	0.06
46832M	12	29	3491.00	0.06
82845S	12	206	3507.80	0.06
56R800	86	67	3520.00	0.06
29F800	41	222	3598.70	0.06
56R801	41	145	3602.40	0.06
18029D	12	218	3604.00	0.06
83001	11	63	3625.80	0.06
03R800	13	386	3641.50	0.06
56021B	12	129	3680.70	0.06
81011	11	563	3702.10	0.06
82R800	92	596	3729.10	0.06
03R801	41	250	3772.40	0.06
82845H	11	49	3802.90	0.07
03037D	41	293	3844.40	0.07
96R831	41	63	3891.50	0.07
03F846	12	57	3928.50	0.07
86008	92	90	3974.00	0.07
86009	92	131	3980.20	0.07
03R800	01	130	4012.80	0.07
56R800	92	592	4040.50	0.07
48001	41	284	4064.00	0.07
56008H	52	10576	4132.90	0.07
83001A	12	75	4193.30	0.07
03R801	13	289	4208.70	0.07
03F847	12	58	4244.30	0.07
45848D	11	19	4263.00	0.07
03F847	31	195	4268.70	0.07
48001A	12	58	4380.00	0.08
56002B	12	100	4381.00	0.08
09006B	52	15561	4391.80	0.08
82Z003	43	615	4461.50	0.08
84R800	84	558	4470.20	0.08
04004A	92	390	4541.90	0.08
82845C	11	66	4549.00	0.08
18003	83	187	4569.00	0.08
21008	43	491	4578.60	0.08
03R824	14	3156	4607.90	0.08
03803	84	456	4608.00	0.08
48808	12	43	4616.00	0.08
63001A	43	236	4654.20	0.08
18003	96	179	4692.00	0.08
96T800	12	88	4778.00	0.08
71003C	41	608	4837.10	0.08
96R831	03	46	4846.60	0.08
07001	33	2064	4872.10	0.08
18029F	12	461	4901.40	0.08
04004D	92	346	4931.10	0.08
03003	21	9470	4983.40	0.09
52R800	84	210	5003.00	0.09
03R800	18	598	5023.10	0.09
52D001	03	350	5029.50	0.09
71S012	12	801	5039.00	0.09
21006	41	54	5058.10	0.09
04019A	33	2167	5083.50	0.09
04018	33	2022	5176.10	0.09
46832M	11	27	5197.00	0.09
21005	12	807	5200.10	0.09
03819C	92	183	5286.10	0.09
03F110	41	421	5302.30	0.09
03844D	43	569	5302.80	0.09
03819B	21	25514	5313.50	0.09
71009	31	1022	5377.60	0.09
03R843	13	585	5442.40	0.09
18002	96	285	5466.10	0.09
21005	41	706	5484.60	0.09
82845H	12	80	5488.60	0.09
56002M	11	69	5522.00	0.09
84R816	01	290	5528.70	0.09
99R800	95	635	5541.70	0.10
04018	41	284	5553.10	0.10
03S001	13	2363	5586.00	0.10
42001F	92	35	5613.70	0.10
71009	41	1045	5694.40	0.10
81845R	12	542	5730.40	0.10
71003E	41	615	5779.90	0.10
71006	31	629	5783.80	0.10
83001	12	117	5839.50	0.10
29001	21	14515	5853.50	0.10
03R876	13	2446	5900.40	0.10
03F098	33	2077	6143.30	0.11
42R833	14	1666	6252.00	0.11
03037	11	180	6254.20	0.11
18003	84	345	6292.00	0.11
82008	14	3163	6350.00	0.11
03003A	43	1075	6496.70	0.11
71001	11	115	6513.50	0.11
63001A	41	353	6524.30	0.11
99R194	86	234	6584.00	0.11
83809	12	104	6608.30	0.11
71006	13	807	6629.20	0.11
04019A	31	1373	6639.00	0.11
99R194	84	1328	6726.90	0.12
71R816	01	74	6735.00	0.12
03037D	43	360	6866.00	0.12
71003E	43	699	6953.00	0.12
82R800	18	957	7225.30	0.12
29001	52	18917	7248.00	0.12
09006A	43	575	7300.20	0.13
21005	21	15158	7568.90	0.13
03819A	33	3749	7856.40	0.13
03844	14	2186	7865.20	0.14
45811	12	102	7901.30	0.14
99R194	03	128	7910.70	0.14
56002M	12	71	7938.50	0.14
04R824	14	6055	8002.60	0.14
18002	83	393	8114.30	0.14
71S004	12	597	8131.60	0.14
03844H	12	463	8380.00	0.14
42832	12	72	8393.00	0.14
83810	12	94	8483.50	0.15
71S006	12	541	8511.80	0.15
42002F	12	161	8553.00	0.15
82R800	84	709	8640.10	0.15
56002F	12	126	8721.70	0.15
42002G	12	189	8736.20	0.15
71004	12	301	8764.80	0.15
03847H	12	296	8771.60	0.15
03842	11	355	8898.30	0.15
03803D	31	617	9353.30	0.16
04004A	31	2267	9759.70	0.17
03842H	11	369	10056.10	0.17
21008	41	630	10057.00	0.17
07001	31	1799	10326.60	0.18
85014	12	1370	10393.70	0.18
56008H	14	1481	10410.50	0.18
48001	12	140	10541.40	0.18
48001	11	134	10595.50	0.18
03R800	83	690	10686.50	0.18
56002H	12	201	10745.00	0.18
04F800	41	869	10768.10	0.18
04R816	01	267	10807.00	0.19
03R800	86	335	10852.70	0.19
21008	12	280	11087.10	0.19
03R320	92	854	11241.70	0.19
03803A	11	310	11249.00	0.19
21005	43	1164	11311.30	0.19
53001A	12	157	11467.90	0.20
03F100	31	1614	11576.60	0.20
03037	12	572	11627.40	0.20
03803D	41	939	11642.70	0.20
48810	12	112	11658.90	0.20
86R833	14	3752	11710.50	0.20
56D017	12	67	11805.40	0.20
99R400	86	224	12052.50	0.21
07001	41	1829	12456.50	0.21
56R800	17	3114	12488.10	0.21
03R800	17	3187	12707.20	0.22
03003	43	1506	12766.20	0.22
48809	12	190	12866.80	0.22
46832	11	250	13163.60	0.23
09006B	43	1659	13341.70	0.23
52832	12	221	13524.50	0.23
18004	92	1514	13639.80	0.23
84Z002	01	428	13649.00	0.23
18003	92	1447	13660.00	0.23
96T800	01	320	13770.20	0.24
03F836	12	305	13778.40	0.24
04019A	41	1415	13894.60	0.24
81011	12	1761	14268.50	0.25
56002E	12	419	14473.00	0.25
04004A	41	2347	14492.20	0.25
18029A	12	955	14544.50	0.25
85014C	92	1214	14671.60	0.25
56008H	21	27251	14693.10	0.25
29001	43	955	15082.30	0.26
56R800	84	823	15119.10	0.26
56008H	43	672	15136.60	0.26
71001	12	355	15236.50	0.26
82845G	12	165	15281.60	0.26
07001	43	2057	15420.10	0.26
03844	21	31790	15474.80	0.27
04R320	92	775	15498.60	0.27
56008A	41	353	15526.00	0.27
46832	12	246	15543.00	0.27
03F098	43	2195	15603.10	0.27
82008	21	43919	15844.80	0.27
82008	43	754	16025.50	0.28
18002	95	1302	16453.00	0.28
03F100	41	1683	16656.10	0.29
03844	33	5593	16889.20	0.29
42001H	12	741	17176.50	0.29
04R838	03	124	17202.60	0.30
04004A	33	9430	17249.80	0.30
03844C	43	3506	17381.60	0.30
03F860	43	1512	17668.50	0.30
03819C	33	6883	17762.80	0.31
56002A	12	136	17893.70	0.31
71R833	14	3140	18562.60	0.32
03S002	12	1923	18830.90	0.32
41002B	12	555	19009.80	0.33
18004	95	1069	19112.60	0.33
18003	95	1034	19314.10	0.33
52832	11	314	19409.50	0.33
99R800	01	666	19611.60	0.34
56R838	03	119	19856.70	0.34
03F860	31	2510	20198.80	0.35
99R833	95	2753	20471.80	0.35
42001G	12	548	20604.20	0.35
03R816	01	550	22556.70	0.39
03R800	92	3088	22589.00	0.39
04019A	43	2165	22689.90	0.39
41002D	12	664	23113.90	0.40
56002A	11	237	23389.30	0.40
48811F	12	186	24059.00	0.41
03F860	41	2418	24633.40	0.42
03844	43	2981	25160.60	0.43
48811	11	252	25431.20	0.44
03803A	12	662	25853.40	0.44
56008L	41	523	26515.40	0.46
03819A	43	3759	27143.50	0.47
18002	92	2004	27149.50	0.47
04004D	41	1118	27533.30	0.47
03842	12	1545	28377.60	0.49
29R833	14	7009	29422.00	0.51
82845C	12	260	29915.20	0.51
99R194	92	2895	30243.90	0.52
71S011	12	8767	34013.00	0.58
21008A	12	607	36509.50	0.63
04018	43	2106	40002.20	0.69
03842H	12	1623	41347.10	0.71
56R831	41	908	41351.40	0.71
21005	52	126078	41701.90	0.72
42001F	12	721	42244.70	0.73
04839	41	6417	42511.00	0.73
48811	12	490	45237.90	0.78
99R800	83	4261	47072.00	0.81
56002	11	717	48196.50	0.83
99R800	97	2259	49318.10	0.85
04004A	43	9476	49568.90	0.85
03R800	84	4193	54212.30	0.93
82845A	12	1455	54883.60	0.94
56002F	11	726	55339.10	0.95
03803	11	1732	56239.40	0.97
03819C	43	7451	56393.00	0.97
56R833	14	9073	56414.40	0.97
82845B	11	1014	62768.70	1.08
56002	12	832	67375.40	1.16
03819A	21	213522	68172.80	1.17
82845B	12	1273	76148.20	1.31
99R800	86	4118	87632.60	1.50
85S001	12	15738	100194.30	1.72
82R833	14	14459	111333.00	1.91
03S001	12	17732	125773.10	2.16
99R800	92	26715	130927.00	2.25
03R833	14	23813	221050.90	3.80
03803	12	9785	225521.90	3.87
99R800	84	37188	294720.00	5.06
